sc_point_gid,class,capacity,capital_adder_per_mw,cf,FIPS,dist_spur_km,dist_reinforcement_km,cost_spur_usd_per_mw,cost_poi_usd_per_mw,cost_reinforcement_usd_per_mw,cost_total_trans_usd_per_mw,region,supply_curve_cost_per_mw
611,1,27.02,0.0,0.18619226,p99054,7.405969795315041,0.0,27157.623,0.0,0.0,27157.623,pr232,27157.623
618,1,6.356000000000001,0.0,0.18117015,p99013,4.746175342539416,0.0,17404.182,0.0,0.0,17404.182,pr35,17404.182
619,1,13.216,0.0,0.18156876,p99013,5.626550365939511,0.0,20632.51,0.0,0.0,20632.51,pr35,20632.51
655,1,7.714,0.0,0.1843074,p99093,5.142385079599672,0.0,18857.08,0.0,0.0,18857.08,pr956,18857.08
656,1,20.790000000000003,0.0,0.18496817,p99093,3.0895952954456702,0.0,11329.518,0.0,0.0,11329.518,pr956,11329.518
657,1,37.597,0.0,0.18618575,p99093,3.138043759281515,0.0,11507.178,0.0,0.0,11507.178,pr956,11507.178
658,1,33.446,0.0,0.18638784,p99093,5.142373527719975,0.0,18857.037,0.0,0.0,18857.037,pr956,18857.037
666,2,20.832,0.0,0.18910308,p99008,5.120024826841908,0.0,18775.084,0.0,0.0,18775.084,pr18,18775.084
687,1,6.468000000000001,0.0,0.18619226,p99054,4.990903411572737,0.0,18301.598,0.0,0.0,18301.598,pr232,18301.598
689,1,12.481000000000002,0.0,0.18424952,p99054,4.48084046640193,0.0,16431.201,0.0,0.0,16431.201,pr232,16431.201
690,1,11.445,0.0,0.17974208,p99054,6.5764841240147485,0.0,24115.908,0.0,0.0,24115.908,pr232,24115.908
730,1,35.553000000000004,0.0,0.18306367,p99093,9.140633705350076,0.0,33518.62,0.0,0.0,33518.62,pr956,33518.62
731,1,14.756,0.0,0.18362024,p99093,7.117203711711694,0.0,26098.72,0.0,0.0,26098.72,pr956,26098.72
743,4,30.562000000000005,0.0,0.19662374,p99031,4.563487577936771,0.0,16734.268,0.0,0.0,16734.268,pr101,16734.268
744,4,17.745,0.0,0.19778599,p99031,6.118289859062016,0.0,22435.713,0.0,0.0,22435.713,pr101,22435.713
764,1,79.49900000000001,0.0,0.18500876,p99054,0.9813281805043907,0.0,3598.5215,0.0,0.0,3598.5215,pr232,3598.5215
765,1,7.448,0.0,0.18061933,p99054,2.688251160099191,0.0,9857.793,0.0,0.0,9857.793,pr232,9857.793
