sc_point_gid,class,capacity,capital_adder_per_mw,mean_resource_temp
51486,7,0.04,0,177
51487,8,1.25,0,172
51488,7,29.48,0,178
51489,8,26.3,0,163
51490,8,52.34,0,174
51491,7,220.79,0,179
51492,7,366.78,0,175
51493,8,185.07,0,170
51494,8,265.35,0,166
51495,8,163.05,0,172
51496,8,125.8,0,163
51497,7,393.61,0,189
51498,7,328.55,0,191
51499,7,437.87,0,190
51500,8,333.6,0,159
51501,7,418.06,0,190
51502,7,603.6,0,190
51503,8,365.76,0,160
51504,7,536.83,0,187
51505,7,448.21,0,181
51506,7,467.88,0,177
51507,7,389.12,0,178
51508,7,297.22,0,184
51509,7,365.17,0,191
51510,7,145.87,0,185
51511,7,152.14,0,180
51512,8,199.1,0,173
51513,8,287.18,0,173
51514,7,84.55,0,175
51515,8,157.67,0,171
51516,8,234.95,0,167
51517,8,159.67,0,169
51518,8,120.64,0,167
51519,8,127.87,0,168
51520,8,1.61,0,161
51521,8,20.1,0,162
51522,8,8.77,0,164
51523,8,22.64,0,163
51524,8,7.08,0,163
51525,8,77.61,0,174
51526,7,36.33,0,175
51527,8,26.52,0,164
51528,8,174.61,0,167
51529,8,264.72,0,167
51530,8,222.78,0,167
51531,8,392.66,0,167
51532,8,317.26,0,164
51533,8,242.66,0,164
51534,8,240.74,0,167
51535,8,111.06,0,166
51536,8,149.65,0,164
51537,8,46.21,0,166
51538,8,14.64,0,162
51539,8,0.22,0,162
51540,8,1.94,0,163
51541,8,1.99,0,162
51543,8,162.79,0,161
51544,8,439.15,0,165
51545,8,477.07,0,166
51546,8,508.69,0,168
51547,8,402.56,0,168
51548,8,386.86,0,168
51549,8,339.73,0,169
51550,8,353.75,0,172
51551,8,289.59,0,171
51552,8,222.5,0,166
51553,8,194.69,0,166
51554,8,274.44,0,162
51555,8,161.06,0,158
51556,7,238.32,0,182
51557,7,224.91,0,184
51558,7,178.53,0,183
51559,8,113.62,0,157
51560,8,135.63,0,158
51561,8,199.3,0,160
51562,8,108.95,0,159
51563,8,182.3,0,158
51564,8,138.72,0,158
51565,8,192.39,0,156
51566,8,245.96,0,156
51567,7,527.09,0,181
51568,8,366.15,0,158
51569,8,373.11,0,153
51570,8,371.82,0,152
51571,7,460.7,0,176
51572,8,215.81,0,165
51573,8,161.55,0,161
51574,8,148.97,0,167
51575,8,381.46,0,172
51576,8,350.88,0,170
51577,8,349.43,0,170
51578,8,271.17,0,168
51579,8,395.25,0,168
51580,8,305.15,0,170
51581,8,139.87,0,174
51582,8,117.03,0,166
51583,8,179.39,0,162
51584,8,174.53,0,163
51585,8,300.71,0,163
51586,8,345.12,0,162
51587,8,248.82,0,162
51588,8,223.47,0,159
51589,8,233.74,0,158
51590,8,199.53,0,161
51591,8,139.92,0,165
51592,8,78.85,0,165
51593,8,18.95,0,156
51659,9,0.91,0,126
51660,10,0.12,0,122
51825,9,124.43,0,135
51826,9,330.3,0,137
51827,9,339.18,0,138
51828,9,360.81,0,139
51829,9,339.44,0,140
51830,9,358.53,0,140
51831,9,341.66,0,139
51832,9,314.98,0,140
51833,9,346.95,0,138
51834,9,312.79,0,139
51835,9,212.45,0,140
51836,9,261.41,0,141
51837,9,316.41,0,144
51838,9,310.69,0,143
51839,9,115.43,0,141
52153,7,76.99,0,176
52154,8,309.94,0,174
52155,7,284.59,0,176
52156,7,246.35,0,182
52157,7,276.85,0,183
52158,7,359.85,0,179
52159,7,364.85,0,176
52160,7,228.05,0,176
52161,7,376.59,0,179
52162,7,474.48,0,200
52163,7,216.85,0,192
52164,7,118.41,0,195
52165,7,266.3,0,193
52166,7,326.25,0,191
52167,7,25.06,0,182
52170,7,6.28,0,181
52171,9,0.01,0,132
52172,7,2.42,0,179
52173,7,1.21,0,190
52174,7,133.94,0,178
52175,7,162.5,0,182
52176,7,198.24,0,184
52177,7,253.17,0,181
52178,7,260.13,0,178
52179,8,60.52,0,169
52180,8,51.96,0,161
52181,8,93.97,0,163
52182,8,112.09,0,163
52183,8,232.87,0,160
52184,7,629.67,0,189
52185,7,389.81,0,186
52186,7,583.12,0,185
52187,7,443.84,0,184
52188,7,593.9,0,184
52189,7,505.19,0,180
52190,7,440.31,0,180
52191,7,295.81,0,188
52192,7,347.3,0,190
52193,8,241.81,0,159
52194,7,171.39,0,188
52195,7,276.31,0,178
52196,8,204.3,0,174
52197,8,243.67,0,174
52198,8,163.05,0,173
52199,8,169.32,0,171
52200,8,185.08,0,171
52201,8,210.86,0,169
52202,8,112.16,0,169
52203,8,97.38,0,165
52204,8,13.68,0,161
52205,8,49.39,0,162
52206,8,77.55,0,161
52207,8,48.85,0,166
52208,8,27.52,0,161
52209,8,43.75,0,172
52210,8,142.11,0,174
52211,8,7.72,0,167
52212,8,63.59,0,162
52213,8,292.74,0,164
52214,8,272.82,0,166
52215,8,235.0,0,160
52216,8,440.82,0,167
52217,8,306.66,0,167
52218,8,142.28,0,163
52219,8,146.36,0,166
52220,8,115.95,0,164
52221,8,75.96,0,167
52222,8,14.14,0,164
52223,8,10.16,0,165
52228,8,305.94,0,162
52229,8,448.0,0,166
52230,8,478.36,0,172
52231,8,319.19,0,168
52232,8,245.99,0,167
52233,8,168.82,0,168
52234,8,230.72,0,168
52235,8,318.91,0,169
52236,8,362.07,0,167
52237,8,246.15,0,165
52238,8,291.18,0,165
52239,8,247.15,0,163
52240,8,87.17,0,158
52241,8,235.82,0,160
52242,8,310.41,0,158
52243,8,137.12,0,155
52244,8,112.68,0,157
52245,8,237.88,0,161
52246,8,171.72,0,163
52247,8,151.43,0,156
52248,8,256.43,0,160
52249,8,253.65,0,160
52250,8,264.52,0,160
52251,8,224.61,0,157
52252,8,170.73,0,156
52253,8,360.74,0,155
52254,8,326.5,0,152
52255,8,315.19,0,151
52256,7,374.7,0,175
52257,8,376.78,0,174
52258,7,428.97,0,176
52259,7,201.95,0,178
52260,8,352.05,0,173
52261,8,268.47,0,170
52262,8,358.52,0,169
52263,8,358.64,0,165
52264,8,403.87,0,166
52265,8,287.72,0,169
52266,8,200.32,0,161
52267,8,99.77,0,161
52268,8,63.92,0,167
52269,8,224.37,0,163
52270,8,325.26,0,157
52271,8,222.17,0,156
52272,8,309.96,0,159
52273,8,411.66,0,160
52274,8,338.28,0,164
52275,8,293.42,0,170
52276,8,272.06,0,166
52277,8,175.97,0,160
52278,8,259.47,0,166
52279,8,393.55,0,171
52280,7,404.51,0,176
52281,8,110.24,0,169
52282,8,135.76,0,163
52283,8,153.77,0,168
52284,8,135.44,0,169
52286,8,77.55,0,159
52287,8,50.75,0,165
52288,8,41.79,0,161
52289,8,15.82,0,159
52343,9,0.34,0,126
52509,9,195.15,0,132
52510,9,246.71,0,135
52511,9,344.11,0,137
52512,9,320.79,0,138
52513,9,359.92,0,141
52514,9,335.57,0,141
52515,9,319.4,0,137
52516,9,311.05,0,138
52517,9,321.56,0,138
52518,9,291.8,0,139
52519,9,231.61,0,140
52520,9,268.44,0,140
52521,9,266.61,0,141
52522,9,334.41,0,141
52523,9,185.5,0,140
52524,8,14.28,0,155
52837,8,194.33,0,172
52838,8,262.55,0,172
52839,8,362.97,0,175
52840,8,325.69,0,174
52841,8,253.52,0,169
52842,8,241.53,0,172
52843,7,445.34,0,179
52844,8,199.01,0,173
52845,8,189.32,0,170
52846,8,231.78,0,171
52847,7,276.08,0,194
52848,7,149.13,0,191
52849,7,162.86,0,188
52850,7,185.83,0,185
52851,8,1.73,0,172
52854,7,1.11,0,192
52855,7,11.51,0,199
52857,7,70.58,0,194
52858,7,363.52,0,187
52859,7,407.58,0,186
52860,7,221.23,0,181
52861,7,179.18,0,183
52862,7,372.61,0,183
52863,7,100.08,0,178
52864,8,162.39,0,162
52865,8,167.0,0,161
52866,8,137.52,0,159
52867,8,107.37,0,157
52868,7,336.2,0,188
52869,7,262.47,0,187
52870,7,233.82,0,186
52871,7,271.88,0,185
52872,7,403.38,0,183
52873,7,315.88,0,180
52874,7,365.8,0,185
52875,7,449.07,0,188
52876,7,308.62,0,189
52877,8,231.07,0,159
52878,7,324.06,0,186
52879,8,369.0,0,174
52880,7,177.73,0,175
52881,7,260.62,0,176
52882,7,195.92,0,179
52883,8,199.77,0,173
52884,8,279.29,0,168
52885,8,315.81,0,168
52886,8,177.52,0,167
52887,8,89.87,0,166
52888,8,50.67,0,163
52889,8,55.07,0,164
52890,8,48.58,0,163
52891,8,32.49,0,166
52892,8,16.47,0,161
52893,8,8.01,0,159
52894,8,129.52,0,174
52895,8,50.71,0,173
52896,8,22.21,0,160
52897,8,125.93,0,162
52898,8,197.95,0,167
52899,8,157.7,0,163
52900,8,477.52,0,171
52901,8,437.31,0,171
52902,8,290.8,0,170
52903,8,167.14,0,159
52904,8,36.93,0,168
52905,8,62.74,0,169
52906,7,1.85,0,188
52907,8,15.42,0,162
52912,8,49.74,0,160
52913,7,251.85,0,189
52914,8,172.35,0,168
52915,8,392.58,0,166
52916,8,408.75,0,167
52917,8,345.02,0,167
52918,8,166.95,0,162
52919,8,193.73,0,160
52920,7,118.44,0,185
52921,8,193.91,0,159
52922,8,229.04,0,161
52923,8,242.46,0,163
52924,8,228.93,0,162
52925,8,268.58,0,157
52926,8,299.46,0,156
52927,8,219.78,0,156
52928,8,123.36,0,158
52929,8,150.41,0,161
52930,8,190.74,0,158
52931,8,193.74,0,156
52932,8,257.51,0,160
52933,8,382.87,0,164
52934,8,361.96,0,162
52935,8,272.84,0,159
52936,8,222.61,0,155
52937,8,177.08,0,153
52938,8,186.82,0,152
52939,8,239.68,0,152
52940,8,245.06,0,152
52941,8,432.31,0,174
52942,8,378.64,0,173
52943,7,348.57,0,177
52944,8,199.25,0,152
52945,8,245.02,0,172
52946,8,243.84,0,170
52947,8,359.44,0,167
52948,8,445.41,0,167
52949,8,454.84,0,168
52950,8,324.6,0,165
52951,8,65.04,0,171
52952,8,62.38,0,171
52953,8,198.87,0,164
52954,8,345.64,0,155
52955,8,285.02,0,152
52956,8,301.91,0,158
52957,8,338.78,0,163
52958,8,359.16,0,167
52959,8,319.71,0,165
52960,8,335.46,0,168
52961,8,393.81,0,167
52962,8,351.08,0,165
52963,8,368.8,0,173
52964,7,406.13,0,177
52965,8,182.98,0,173
52966,8,225.44,0,170
52967,8,278.15,0,170
52968,8,281.74,0,172
52969,8,233.7,0,164
52970,8,271.79,0,162
52971,8,262.51,0,168
52972,8,199.75,0,163
52973,8,171.27,0,161
52974,8,216.7,0,161
52975,8,200.01,0,159
52976,8,202.67,0,158
52977,8,135.46,0,155
52978,8,164.04,0,174
52979,8,108.39,0,169
52980,8,89.18,0,166
52981,8,80.03,0,166
52983,8,56.36,0,170
52984,8,26.51,0,167
52985,8,31.74,0,159
52986,8,21.51,0,155
52987,8,15.54,0,153
53192,9,6.38,0,131
53193,9,119.64,0,132
53194,9,69.68,0,134
53195,9,330.86,0,136
53196,9,352.72,0,138
53197,9,325.47,0,140
53198,9,312.63,0,140
53199,9,309.63,0,135
53200,9,319.05,0,138
53201,9,299.54,0,137
53202,9,307.28,0,138
53203,9,217.8,0,138
53204,9,261.91,0,139
53205,9,276.52,0,140
53206,9,303.63,0,141
53207,8,280.56,0,157
53208,9,50.62,0,141
53524,7,283.9,0,182
53525,7,376.1,0,179
53526,6,576.61,0,206
53527,7,393.68,0,176
53528,8,351.85,0,175
53529,8,396.02,0,171
53530,8,394.1,0,165
53531,7,446.37,0,195
53532,8,188.29,0,166
53533,8,170.5,0,160
53534,7,144.44,0,193
53535,7,0.2,0,191
53536,7,57.62,0,178
53537,8,1.3,0,168
53538,7,15.99,0,195
53540,7,17.11,0,196
53541,7,174.12,0,187
53542,7,101.37,0,184
53543,7,200.64,0,186
53544,7,92.1,0,182
53545,7,469.29,0,183
53546,7,568.14,0,180
53547,7,599.14,0,188
53548,8,232.72,0,163
53549,8,118.47,0,163
53550,8,222.38,0,166
53551,8,255.69,0,160
53552,7,238.47,0,187
53553,7,215.36,0,187
53554,7,122.55,0,190
53555,7,348.34,0,189
53556,7,314.11,0,190
53557,7,226.37,0,185
53558,7,211.59,0,183
53559,7,341.51,0,182
53560,7,488.77,0,182
53561,7,338.79,0,181
53562,7,505.19,0,180
53563,7,407.59,0,177
53564,8,409.01,0,174
53565,8,96.08,0,174
53566,7,135.48,0,181
53567,7,110.33,0,181
53568,8,216.29,0,170
53569,8,216.19,0,167
53570,8,186.79,0,167
53571,8,105.95,0,169
53572,8,119.44,0,167
53573,8,153.19,0,167
53574,8,47.57,0,165
53575,8,28.03,0,163
53576,8,19.9,0,163
53577,8,12.31,0,166
53578,7,46.28,0,175
53579,8,91.47,0,174
53580,8,2.23,0,160
53581,8,193.24,0,171
53582,8,184.0,0,172
53583,8,149.02,0,167
53584,7,451.06,0,175
53585,8,309.56,0,169
53586,8,291.69,0,172
53587,8,65.01,0,167
53588,7,57.42,0,180
53589,8,117.77,0,165
53590,8,15.64,0,166
53591,8,23.74,0,169
53592,8,16.04,0,163
53597,7,273.4,0,186
53598,8,213.62,0,163
53599,8,320.18,0,160
53600,8,369.74,0,166
53601,8,172.89,0,163
53602,8,136.54,0,160
53603,8,111.81,0,156
53604,8,116.79,0,156
53605,8,169.34,0,155
53606,8,279.42,0,160
53607,8,356.75,0,162
53608,8,353.95,0,161
53609,8,347.9,0,159
53610,7,518.18,0,185
53611,7,328.47,0,183
53612,7,286.95,0,182
53613,8,179.52,0,157
53614,7,369.12,0,183
53615,8,324.2,0,158
53616,8,371.34,0,161
53617,8,388.92,0,163
53618,8,398.42,0,160
53619,8,399.2,0,155
53620,8,264.35,0,156
53621,8,244.25,0,154
53622,8,386.57,0,152
53623,8,297.52,0,152
53624,7,237.07,0,175
53625,8,360.21,0,174
53626,8,356.41,0,175
53627,8,282.79,0,171
53628,8,184.62,0,175
53629,8,181.2,0,151
53630,8,192.63,0,173
53631,8,317.51,0,168
53632,8,459.17,0,172
53633,8,480.39,0,172
53634,8,359.77,0,173
53635,9,82.18,0,150
53636,8,130.47,0,171
53637,10,1.01,0,123
53638,8,267.11,0,154
53639,8,229.25,0,152
53640,8,237.7,0,173
53641,8,295.84,0,160
53642,9,381.43,0,150
53643,8,422.53,0,163
53644,8,362.21,0,166
53645,8,321.81,0,168
53646,8,250.78,0,168
53647,7,317.56,0,176
53648,8,318.57,0,154
53649,8,330.51,0,154
53650,7,343.39,0,175
53651,7,262.24,0,176
53652,7,217.14,0,175
53653,8,219.66,0,165
53654,8,246.03,0,164
53655,8,252.63,0,168
53656,8,247.34,0,163
53657,8,226.67,0,163
53658,8,159.1,0,159
53659,8,217.88,0,162
53660,8,206.51,0,161
53661,8,272.01,0,160
53662,10,5.15,0,120
53663,8,221.67,0,168
53664,8,117.32,0,169
53665,8,60.47,0,167
53666,8,138.81,0,168
53667,8,127.1,0,172
53668,8,90.99,0,170
53669,8,81.52,0,162
53670,8,71.3,0,157
53671,8,51.39,0,153
53672,8,88.09,0,151
53673,8,101.07,0,153
53674,8,78.49,0,157
53675,8,112.51,0,151
53676,8,140.68,0,154
53677,9,116.16,0,148
53678,9,110.77,0,138
53679,9,117.32,0,138
53680,9,73.63,0,135
53681,9,109.87,0,137
53682,9,51.33,0,138
53683,9,51.33,0,133
53684,9,54.81,0,130
53685,9,37.03,0,133
53687,9,37.65,0,132
53688,9,33.86,0,130
53689,9,31.04,0,128
53690,9,28.8,0,132
53691,9,46.41,0,142
53692,9,43.82,0,136
53693,9,10.03,0,131
53694,9,15.21,0,129
53695,9,6.72,0,132
53696,9,0.39,0,131
53698,10,3.87,0,121
53701,10,3.63,0,125
53705,10,6.93,0,122
53706,10,6.77,0,123
53707,10,0.34,0,121
53708,9,10.62,0,126
53709,9,2.23,0,129
53710,9,0.64,0,127
53712,9,0.01,0,134
53877,9,177.11,0,131
53878,9,279.28,0,132
53879,9,301.68,0,134
53880,9,328.16,0,136
53881,9,292.94,0,136
53882,9,263.96,0,136
53883,9,265.3,0,135
53884,9,287.83,0,138
53885,9,271.03,0,138
53886,9,238.66,0,137
53887,9,245.31,0,140
53888,9,301.09,0,143
53889,9,289.35,0,143
53890,9,317.43,0,144
53891,9,213.52,0,143
53892,8,144.01,0,159
54205,7,357.9,0,182
54206,7,455.57,0,179
54207,7,438.38,0,176
54208,7,207.95,0,187
54209,7,432.3,0,182
54210,7,375.73,0,175
54211,7,302.7,0,178
54212,7,355.77,0,178
54213,8,388.05,0,171
54214,8,289.15,0,168
54215,8,321.99,0,167
54216,8,205.01,0,170
54217,7,110.62,0,191
54218,8,72.34,0,171
54219,8,13.3,0,168
54220,7,0.98,0,179
54222,7,1.13,0,188
54223,8,0.31,0,167
54224,7,71.28,0,185
54225,7,200.4,0,187
54226,7,226.06,0,189
54227,7,245.95,0,187
54228,7,155.82,0,190
54229,7,575.77,0,186
54230,7,632.02,0,179
54231,7,581.07,0,184
54232,8,273.84,0,169
54233,8,132.64,0,171
54234,8,150.08,0,165
54235,8,98.4,0,157
54236,7,188.61,0,186
54237,8,193.53,0,158
54238,8,82.9,0,158
54239,7,189.51,0,189
54240,7,310.04,0,187
54241,7,321.71,0,186
54242,7,170.33,0,184
54243,7,297.71,0,179
54244,7,400.95,0,176
54245,8,467.6,0,172
54246,7,305.36,0,176
54247,7,314.82,0,184
54248,7,301.72,0,183
54249,7,148.03,0,185
54250,7,88.63,0,184
54251,7,143.56,0,179
54252,8,222.41,0,171
54253,8,307.29,0,167
54254,8,255.63,0,171
54255,8,158.75,0,164
54256,8,19.85,0,160
54257,8,35.07,0,164
54258,8,6.12,0,163
54259,8,27.65,0,163
54260,8,28.77,0,160
54261,8,18.87,0,164
54262,8,11.55,0,164
54263,8,131.08,0,174
54264,8,9.16,0,174
54265,8,73.61,0,160
54266,8,217.0,0,165
54267,8,145.68,0,174
54268,7,438.1,0,177
54269,8,395.48,0,170
54270,8,387.26,0,169
54271,8,142.73,0,164
54272,8,77.92,0,164
54273,8,269.71,0,168
54274,8,21.52,0,168
54276,8,8.28,0,166
54281,7,191.75,0,185
54282,8,328.37,0,159
54283,8,294.14,0,162
54284,8,336.07,0,158
54285,8,245.54,0,158
54286,8,101.26,0,158
54287,8,149.02,0,156
54288,8,149.69,0,155
54289,8,106.68,0,158
54290,8,227.94,0,158
54291,8,369.52,0,160
54292,8,299.47,0,158
54293,8,250.94,0,156
54294,8,305.12,0,159
54295,7,217.71,0,181
54296,7,172.31,0,181
54297,8,197.34,0,160
54298,8,242.37,0,160
54299,8,348.6,0,160
54300,8,344.6,0,161
54301,8,370.62,0,163
54302,8,369.01,0,163
54303,8,397.78,0,160
54304,8,432.4,0,159
54305,8,410.25,0,161
54306,8,419.49,0,157
54307,8,511.54,0,172
54308,7,537.91,0,175
54309,8,398.31,0,174
54310,8,361.79,0,175
54311,8,374.94,0,174
54312,8,190.08,0,151
54313,9,216.49,0,150
54314,8,223.38,0,170
54315,8,294.75,0,172
54316,7,374.2,0,176
54317,8,418.92,0,171
54318,8,396.04,0,168
54319,8,196.72,0,170
54320,8,186.6,0,165
54321,8,425.99,0,160
54322,8,404.03,0,160
54323,8,301.43,0,160
54324,8,345.3,0,161
54325,8,286.7,0,164
54326,8,455.63,0,169
54327,8,372.48,0,166
54328,8,260.21,0,170
54329,8,391.89,0,172
54330,8,212.8,0,170
54331,8,283.46,0,175
54332,8,284.13,0,155
54333,8,335.81,0,157
54334,7,381.05,0,179
54335,7,253.24,0,177
54336,8,161.71,0,175
54337,8,241.93,0,166
54338,8,193.3,0,167
54339,8,200.4,0,165
54340,8,226.52,0,163
54341,8,208.92,0,166
54342,8,164.4,0,161
54343,8,254.67,0,160
54344,8,189.45,0,158
54345,10,12.28,0,122
54346,8,233.1,0,158
54347,8,246.08,0,155
54348,8,150.55,0,174
54349,8,115.81,0,168
54350,8,71.37,0,173
54351,8,60.33,0,170
54352,8,78.75,0,172
54353,8,43.83,0,167
54354,8,61.39,0,161
54355,8,41.04,0,159
54356,8,52.1,0,154
54357,8,75.42,0,155
54358,8,68.41,0,155
54359,8,81.46,0,153
54360,9,135.35,0,149
54361,8,187.9,0,152
54362,9,259.4,0,149
54363,9,109.26,0,127
54364,10,74.14,0,125
54365,9,187.08,0,136
54366,9,87.63,0,134
54367,9,67.14,0,134
54368,9,75.78,0,128
54369,9,70.33,0,133
54370,9,65.31,0,134
54371,9,78.4,0,133
54372,9,62.73,0,130
54373,9,65.11,0,130
54374,9,71.96,0,133
54375,9,110.24,0,141
54376,10,8.43,0,120
54377,10,25.98,0,125
54378,10,0.57,0,124
54379,10,0.14,0,124
54380,10,0.33,0,121
54381,9,4.54,0,135
54382,10,0.99,0,122
54383,9,2.67,0,125
54384,10,73.87,0,123
54385,10,27.45,0,122
54386,10,12.22,0,120
54388,9,9.92,0,125
54389,10,52.13,0,124
54390,10,2.02,0,120
54391,9,24.44,0,130
54392,10,1.11,0,125
54393,10,25.95,0,123
54394,10,1.7,0,120
54395,9,24.02,0,142
54396,9,29.85,0,138
54561,9,47.32,0,132
54562,9,134.33,0,132
54563,9,208.02,0,133
54564,9,276.39,0,134
54565,9,225.45,0,134
54566,9,149.36,0,135
54567,9,284.69,0,138
54568,9,292.83,0,140
54569,9,220.61,0,141
54570,9,253.05,0,141
54571,9,275.36,0,144
54572,9,327.85,0,146
54573,9,317.58,0,147
54574,9,276.19,0,145
54575,9,248.92,0,144
54576,8,261.15,0,160
54577,8,13.25,0,159
54888,7,344.78,0,179
54889,8,431.13,0,175
54890,7,456.48,0,177
54891,8,421.43,0,174
54892,8,329.67,0,174
54893,7,295.87,0,182
54894,7,214.95,0,178
54895,7,211.73,0,181
54896,7,459.11,0,176
54897,8,387.02,0,169
54898,8,281.79,0,169
54899,8,109.61,0,169
54900,8,30.51,0,170
54901,8,6.38,0,166
54903,8,1.37,0,170
54904,7,12.55,0,175
54905,8,13.14,0,172
54906,8,85.74,0,164
54907,7,316.51,0,186
54908,7,387.86,0,190
54909,7,514.64,0,195
54910,7,373.4,0,192
54911,7,110.05,0,191
54912,7,280.76,0,187
54913,7,609.89,0,183
54914,7,611.39,0,180
54915,7,568.8,0,188
54916,8,182.89,0,161
54917,8,247.88,0,166
54918,8,111.84,0,158
54919,8,171.6,0,162
54920,8,228.3,0,160
54921,8,159.01,0,159
54922,7,191.72,0,187
54923,7,271.15,0,185
54924,7,362.35,0,182
54925,7,344.57,0,183
54926,7,322.97,0,179
54927,7,434.03,0,176
54928,7,531.93,0,175
54929,7,469.75,0,181
54930,7,447.89,0,188
54931,7,269.95,0,183
54932,7,123.23,0,182
54933,7,91.59,0,184
54934,7,84.62,0,185
54935,7,96.75,0,181
54936,8,223.14,0,174
54937,8,362.31,0,169
54938,8,229.02,0,168
54939,8,273.19,0,165
54940,8,169.41,0,164
54941,8,87.57,0,164
54942,8,0.69,0,159
54943,8,5.88,0,161
54944,8,12.08,0,160
54945,8,40.76,0,160
54946,8,42.75,0,165
54947,8,32.87,0,155
54948,8,2.31,0,160
54949,8,107.65,0,173
54950,8,312.87,0,169
54951,8,298.69,0,168
54952,8,406.71,0,174
54953,8,371.79,0,172
54954,8,415.73,0,170
54955,8,257.77,0,165
54956,8,46.26,0,166
54957,8,238.07,0,166
54958,8,2.98,0,166
54965,7,203.35,0,179
54966,8,126.3,0,157
54967,8,284.13,0,162
54968,8,238.34,0,156
54969,8,284.43,0,157
54970,8,185.19,0,162
54971,8,163.52,0,159
54972,8,169.78,0,158
54973,8,323.04,0,159
54974,8,151.16,0,158
54975,8,283.02,0,158
54976,8,247.92,0,157
54977,8,306.28,0,157
54978,8,223.57,0,159
54979,7,233.05,0,182
54980,7,227.96,0,182
54981,8,285.43,0,161
54982,8,367.98,0,161
54983,8,393.82,0,162
54984,8,313.85,0,161
54985,8,377.93,0,165
54986,8,459.37,0,166
54987,8,429.96,0,163
54988,8,386.41,0,161
54989,8,400.24,0,160
54990,8,307.51,0,158
54991,8,385.68,0,152
54992,8,551.82,0,170
54993,8,464.04,0,170
54994,8,407.75,0,172
54995,8,330.44,0,172
54996,8,290.28,0,152
54997,8,345.54,0,154
54998,8,251.49,0,154
54999,8,257.98,0,154
55000,8,325.39,0,155
55001,8,320.6,0,152
55002,8,314.07,0,167
55003,8,316.66,0,163
55004,8,208.46,0,166
55005,8,378.01,0,161
55006,8,472.81,0,162
55007,8,435.48,0,162
55008,8,482.17,0,166
55009,8,327.02,0,165
55010,8,274.61,0,164
55011,8,401.91,0,166
55012,8,494.75,0,172
55013,8,365.64,0,171
55014,8,345.13,0,173
55015,8,322.27,0,175
55016,8,285.59,0,155
55017,8,287.59,0,156
55018,8,180.48,0,154
55019,7,128.33,0,177
55020,8,121.29,0,170
55021,8,261.86,0,167
55022,8,241.21,0,170
55023,8,229.83,0,171
55024,8,259.05,0,167
55025,8,270.65,0,167
55026,9,106.07,0,126
55027,10,100.48,0,125
55028,8,274.13,0,159
55029,10,24.77,0,121
55030,10,0.76,0,121
55031,8,228.03,0,151
55032,8,148.49,0,156
55033,8,225.79,0,174
55034,8,39.64,0,153
55035,8,46.7,0,171
55036,8,64.77,0,171
55037,8,42.01,0,169
55038,8,32.54,0,164
55039,8,38.04,0,158
55040,8,141.72,0,154
55041,8,80.78,0,155
55042,8,49.67,0,155
55043,8,54.41,0,154
55044,9,118.87,0,148
55045,9,98.49,0,143
55046,9,109.84,0,138
55047,10,13.66,0,123
55048,10,37.38,0,123
55049,9,132.55,0,136
55050,9,79.55,0,136
55051,9,55.75,0,136
55052,9,59.62,0,128
55053,9,67.15,0,132
55054,9,72.79,0,135
55055,9,72.71,0,133
55056,9,80.67,0,130
55057,9,100.13,0,132
55058,9,88.47,0,130
55059,9,73.79,0,130
55060,10,29.81,0,123
55061,10,21.91,0,121
55062,9,80.2,0,126
55063,9,19.74,0,127
55064,10,7.59,0,122
55065,9,35.64,0,136
55067,10,33.8,0,123
55068,10,37.47,0,123
55071,9,6.5,0,129
55072,9,128.19,0,130
55073,9,180.36,0,127
55074,10,75.51,0,122
55075,9,96.99,0,142
55076,9,126.87,0,144
55077,9,77.02,0,141
55078,9,77.6,0,138
55079,9,52.95,0,142
55080,9,45.15,0,143
55081,9,24.64,0,143
55082,9,7.48,0,143
55244,9,39.78,0,129
55245,9,163.39,0,132
55246,9,13.75,0,137
55247,9,214.74,0,133
55248,9,258.11,0,134
55249,9,225.78,0,133
55250,9,114.93,0,136
55251,8,319.44,0,156
55252,8,361.3,0,158
55253,9,59.41,0,143
55254,9,212.14,0,147
55255,9,239.11,0,148
55256,9,328.51,0,147
55257,9,232.71,0,149
55258,9,246.28,0,147
55259,9,254.81,0,146
55260,9,261.56,0,143
55261,8,101.94,0,158
55572,7,355.94,0,177
55573,7,483.82,0,183
55574,7,487.55,0,182
55575,7,458.42,0,180
55576,7,436.75,0,177
55577,8,416.36,0,173
55578,7,420.11,0,177
55579,7,218.75,0,182
55580,8,272.24,0,170
55581,8,270.71,0,169
55582,8,157.6,0,169
55583,7,76.03,0,199
55585,8,4.76,0,168
55587,7,0.59,0,178
55588,7,24.87,0,175
55589,8,398.75,0,174
55590,8,341.27,0,165
55591,7,516.52,0,193
55592,7,411.21,0,199
55593,8,424.28,0,165
55594,7,527.34,0,194
55595,8,227.8,0,162
55596,8,101.4,0,162
55597,7,484.64,0,186
55598,7,567.52,0,178
55599,7,481.22,0,178
55600,8,179.85,0,164
55601,8,84.8,0,166
55602,8,169.33,0,159
55603,8,67.49,0,158
55604,8,223.45,0,158
55605,8,101.62,0,157
55606,8,71.49,0,158
55607,7,263.62,0,188
55608,7,332.02,0,180
55609,7,224.79,0,178
55610,7,122.72,0,176
55611,8,460.38,0,173
55612,8,434.75,0,173
55613,7,449.18,0,178
55614,7,394.7,0,184
55615,8,159.41,0,157
55616,8,105.81,0,157
55617,7,128.49,0,190
55618,7,101.87,0,183
55619,7,145.14,0,176
